identityKey,院校名称,院校专业组代码,专业代码,专业名称,专业类,规范专业类,风险等级,标色建议,组内核心簇,风险说明_严格版
122106+71,中国矿业大学,122106,71,工业设计,机械类,机械类,黄色提示,黄色,电气电力；计算机软件；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
312203+09,中国矿业大学(北京),312203,09,安全科学与工程类,安全科学与工程类,安全科学与工程类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：A+，有本专业相关博士点，专业水平：国一/双一流；但硬实力不抵消方向/热度落差。
312203+14,中国矿业大学(北京),312203,14,环境工程,环境科学与工程类,环境科学与工程类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一/国特；但硬实力不抵消方向/热度落差。
312203+23,中国矿业大学(北京),312203,23,工程力学,力学类,力学类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一/国特；但硬实力不抵消方向/热度落差。
312203+24,中国矿业大学(北京),312203,24,智能建造,土木类,土木类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
182603+12,中国矿业大学徐海学院,182603,12,机械工程,机械类,机械类,黄色提示,黄色,机械智能制造；电子信息集成电路；自动化仪器控制；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
182603+13,中国矿业大学徐海学院,182603,13,工业设计,机械类,机械类,黄色提示,黄色,机械智能制造；电子信息集成电路；自动化仪器控制；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
182603+14,中国矿业大学徐海学院,182603,14,智能制造工程,机械类,机械类,黄色提示,黄色,机械智能制造；电子信息集成电路；自动化仪器控制；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
230102+12,中国科学技术大学,230102,12,数学类,数学类,数学类,黄色提示,黄色,电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A；五轮：A+，有本专业相关博士点，专业水平：国一/华罗庚数学拔尖学生培养基地；但硬实力不抵消方向/热度落差。
315601+01,中国科学院大学,315601,01,数学与应用数学,数学类,数学类,黄色提示,黄色,电子信息集成电路；计算机软件；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A+，有本专业相关博士点，专业水平：国一/华罗庚英才班——数学拔尖学生培养基地；但硬实力不抵消方向/热度落差。
315601+04,中国科学院大学,315601,04,天文学,天文学类,天文学类,黄色提示,黄色,电子信息集成电路；计算机软件；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A+，有本专业相关博士点，专业水平：省一；但硬实力不抵消方向/热度落差。
315601+16,中国科学院大学,315601,16,航空航天工程,航空航天类,航空航天类,黄色提示,黄色,电子信息集成电路；计算机软件；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C-，有本专业相关博士点；但硬实力不抵消方向/热度落差。
220204+11,中国计量大学,220204,11,机械设计制造及其自动化,机械类,机械类,黄色提示,黄色,机械智能制造；自动化仪器控制；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
220205+15,中国计量大学,220205,15,机械设计制造及其自动化,机械类,机械类,黄色提示,黄色,电子信息集成电路；自动化仪器控制；计算机软件；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
805002+05,中国计量大学现代科技学院,805002,05,工业设计,机械类,机械类,黄色提示,黄色,电气电力；自动化仪器控制；电子信息集成电路；机械智能制造,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
312905+20,中央民族大学,312905,20,信息与计算科学,数学类,数学类,黄色提示,黄色,电子信息集成电路；数学统计天文；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C，有本专业相关博士点，专业水平：省一；但硬实力不抵消方向/热度落差。
312905+21,中央民族大学,312905,21,统计学类,统计学类,统计学类,黄色提示,黄色,电子信息集成电路；数学统计天文；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C，有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
540107+20,中山大学,540107,20,数学类,数学类,数学类,黄色提示,黄色,电子信息集成电路；物理力学大气海洋；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A-；五轮：A，有本专业相关博士点，专业水平：国一/国特/双一流/国重/省重/数学拔尖学生培养基地；但硬实力不抵消方向/热度落差。
540107+24,中山大学,540107,24,康复治疗学,医学技术类,医学技术类,黄色提示,黄色,电子信息集成电路；物理力学大气海洋；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；与组内主体距离=3，属于弱相关方向。；硬实力提示：有本专业相关博士点；但硬实力不抵消方向/热度落差。
540107+28,中山大学,540107,28,生物医学工程,生物医学工程类,生物医学工程类,黄色提示,黄色,电子信息集成电路；物理力学大气海洋；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
264504+08,临沂大学,264504,08,应用化学,化学类,化学类,黄色提示,黄色,医学医工,与组内主体距离=3且热度落差较明显。；硬实力提示：有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
226801+01,丽水学院,226801,01,小学教育,教育学类,教育学类,黄色提示,黄色,商科管理；文史哲法社,与组内主体距离=3且热度落差较明显。；硬实力提示：有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
226806+16,丽水学院,226806,16,机械设计制造及其自动化,机械类,机械类,黄色提示,黄色,电子信息集成电路；计算机软件；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
226806+21,丽水学院,226806,21,护理学,护理学类,护理学类,黄色提示,黄色,电子信息集成电路；计算机软件；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；与组内主体距离=3，属于弱相关方向。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
226806+22,丽水学院,226806,22,工业设计,机械类,机械类,黄色提示,黄色,电子信息集成电路；计算机软件；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
